Word-Id,Word-Text
9dabbcfe-5d21-4d06-8a57-fb18efc6737a,Conestoa-Rovers
6eea2632-bf87-4ab5-8921-9fa27b9db3aa,&
8e2588d5-94af-4070-895a-920016d2a245,"Associates,"
c0a10d31-4fef-4b86-9eed-50ca1ea69b2f,Inc.
5e70c879-7783-4bf9-8c87-05087037f1b1,BORING
c94ef24a-cfc6-423c-a347-8f8effb10679,/
a47c4f02-2ac0-46fa-b3e0-2bd3f2bb8a68,WELL
613e52ef-b18f-491f-92f4-51e1483d9e34,LOG
746b6587-de3a-475c-bf36-40c07dc17079,5900
1fc9c100-e80c-4b32-8d88-73ec40dd3b5d,Hollis
b47d1f24-c6a5-46d0-8e5d-386537c1f9df,"Street,"
f9582a20-10ad-44b2-ba5a-a6a0d791f715,Suite
af776eb4-2559-4c86-a1ba-5293cb1455b5,A
7c01e595-2e5c-4052-bc78-840538ff95a8,GRVA
7e049095-db43-44ae-acb3-e85863df2db5,"Emeryville,"
1e19e811-26b7-4363-91a5-a8d5b6111077,CA
a492f7f4-84c9-4bf9-ae39-d141e1e0457b,94608
40403113-4748-4ace-8f4c-7feb0efe6d6f,Telephone:
1233b8ea-963b-4266-8025-33728ee06f88,510-420-0700
1a77cb80-79d9-4f41-93db-be481a48ec4c,Fax:
d5e48d61-3403-45fd-8c8a-73438ee60ac8,510-420-9170
0cc000a0-eb81-4171-9018-e8da8060fc3b,CLIENT
9f46a26d-ac6e-4ea5-bebe-75b2dc8ce4c9,NAME
92a390f5-2710-45fe-9f1b-ce301b308b7b,Chevron
6b2fdcb8-4605-4dcb-bc9e-aab1b3be07aa,Environmental
37cedd8c-f4f9-43eb-9530-eec6668136bd,Management
63e78573-e3e0-4880-a347-ef5c0e960924,Company
bb0d1947-2fc8-4c38-9c7d-b76c007fedc0,BORING/WELL
00f257f2-2fd6-4357-a55f-6473d0af80b4,NAME
c9e03775-74b3-4b83-8ff3-dc274995a994,CPT-1
08ee3490-f852-454e-a1a2-44652ff79cdb,JOB/SITE
8f3fca8f-b0a5-498b-8251-f8234b154f90,NAME
83578f25-6b44-436d-b151-37d6eb6f953b,76
42593b7b-1605-460a-9a98-3bbef3e83dda,Seervice
660f831e-145e-48fc-a201-0471cfb21b96,Station
2fc60877-c274-4a67-82cc-2afefd964f5a,1871
92687733-7ad9-47cf-a46a-ef918517391d,(351644)
e5b15065-9d4f-4080-9675-3cd9a9a3af6d,DRILLING
7077d359-97fd-4238-87b0-481eac9cd1ef,STARTED
6b6908cb-529d-4e9d-a154-2da05c175e9b,26-Oct-11
789ed18d-246a-4fdf-ab60-635572aeaad2,LOCATION
ec7cf30c-a1e2-4c06-b943-6dbed6202814,66-96
6cc013f9-2e52-4278-9cbb-99b3e33bcd6c,MacArthur
804501b0-5379-418e-9d2d-bebc98ad6b2f,"Blvd,"
deb31871-1b0b-41ce-9e35-df380a010241,"Oakland,"
f9ef6198-523c-435c-9530-0d1c3f18cd54,CA
e820070a-ccaa-447c-b47a-e47c90a860b7,DRILLING
ff575ac1-0faf-48a6-81ad-695bacb8baad,COMPLETED
385c1b4d-b392-48e1-addf-13edc50d234a,26-Oct-11
df23203c-b32d-42be-b742-b46af87f10ce,Continued
a69f7600-9ec7-4b95-a0f5-62657ac74743,from
015ffe13-3df8-47ad-b938-827fdcd856b0,Previous
0c1ab22d-1e00-4670-a9b9-a6bb306ce77e,Page
4452c9eb-a6b8-45b3-a83b-dc9a70d08525,GEOLOGIC
d96b7976-166b-40cb-99e2-e62d88de67c2,DESCRIPTION
752dd0c9-d17b-42b1-94cc-7a208c677a34,WELL
e8c41335-b68c-44f9-be13-b17aee7b36d7,DIAGRAM
4dce39ce-b95e-4a84-86e0-06512891a8e7,44.5
15ce7601-2446-4a49-938a-6997077ac55e,0
04bc8b94-3480-4091-a435-093863fb6be5,CPT-1-S-45
efce30f2-0afa-4cbd-b2f1-980cefd60b08,Sandy
d7da7232-a2a0-4c99-a0fc-2764bcbfcc47,SILT:brown;
7f73185c-9c56-400c-b750-e43c7f2d237a,dry;
8009b3fa-2df5-4906-bc72-09d0782caa46,stiff;
f4c59eae-356d-4763-a921-2c34169148e8,low
5f98188e-99cb-4242-8eab-7af413713ae5,plasticity.
373576f2-31ce-43e5-8ab4-185fa8409bbe,45
1c534506-c122-4a4a-b0b2-a8ab4d9bce02,ML
4bfb7aea-9ce1-47f8-829c-8ed6c128a67f,45.5
124239d3-8417-4488-9d5a-b7b4128021d6,49.5
80cd1cfa-bc0e-498e-9653-a8e641ac7bd9,SILT:
cad4fd13-679e-4f26-a366-f70ea2a8616d,brown;
d3476431-bd02-42ae-b1db-76d3ef2b9b9d,moist;
cee63f7d-09be-4636-87a7-0f877089da2b,stiff;
023280ad-060a-41f6-bf52-779f31132c3d,low
cdc9b8b3-c723-4998-93b5-c8b130759f9a,plasticity.
dabfd908-87bd-4432-89f3-0604d8a14344,50
553cea1b-3dcc-4920-9f85-d49617475581,ML
a594fb79-2924-4ede-9884-9ac641653cd5,50.5
a1e94d0d-0c80-40e0-afa3-65caa3faf08e,54.5
1e8b9f7c-fa9e-4425-a871-43ad2187515f,SILT:brown;
4500cd37-dc43-445f-a7d6-291e0e26e444,moist;
39674d24-7dd6-4986-8fae-73b9a70d69aa,stiff;
5ef46c01-420f-4adc-932c-54a34f1f11a5,low
c18748c7-b2b8-465b-9412-d916b6faf87d,plasticity.
dc4452da-8bbe-4fd7-a4c9-9e0202d7dc81,55
d57cb88a-8081-4bb2-bcaf-6eb2f470b382,ML
5fcf7a0e-3a39-43ea-a309-45d91972a2e0,55.5
348cbe4c-f1a9-4374-8bb6-4947247d5484,59.5
3fa4d398-1d6c-468c-ba67-291c93ef88f0,MI
f8fd7a34-00ab-425f-bd9f-0e75c915ee96,SILT:
1fc7862a-025f-47fb-9631-c1a4387cfca1,brown;
860bca4c-be48-42bd-aae2-89a99e85dc3a,moist;
2bf29e71-17ce-4a1a-a09f-0bde82a8ed98,stiff;
c0a8a8f1-067f-472a-823a-07705af38d01,low
d4c8d9f5-5134-43e2-b6f8-90b857ab3469,plasticity.
8ceb9026-59e1-488c-bcf3-a760e1b4638e,60.0
7cff6fd6-a5de-4e63-b191-3d0a5dea9a91,60
c3f1f3bc-4084-4d3e-acaf-8a15095cbdad,Bottom
0801f82c-d536-49c9-9635-4d775250e234,of
3441eeb8-9eff-4df5-90a7-21d3ebee4993,Boring
7d3abe53-9b6e-4f40-b6ac-4d68381db553,@
e86858e5-b7d7-48d6-80f2-96a0611032f3,60
234aee39-a395-4d6f-ac44-fd5a9d541971,fbg
0997a4c4-3fbd-4b1f-8a33-cf7d555954d1,PAGE
b2b5a312-8e3f-4b19-88e2-a7778af0de84,3
b47959db-2c56-4ba7-a59a-a0463e811c7a,OF
24528894-3df9-402d-9658-ea859718c657,3
